"Top Level Domain","U-Label","Translation","Agreement Type","Operator","Agreement Status","Agreement Date","Link"
"ski",,,"Base, Community (Spec 12), Non-Sponsored","Identity Digital Domains Limited","active","9 Apr 2015","http://iti-web-icann-lax-prod/en/registry-agreements/details/ski"
"skin",,,"Base, Non-Sponsored","XYZ.COM LLC","active","15 Jan 2015","http://iti-web-icann-lax-prod/en/registry-agreements/details/skin"
"sky",,,"Base, Brand (Spec 13), Non-Sponsored","Sky UK Limited","active","19 Jun 2014","http://iti-web-icann-lax-prod/en/registry-agreements/details/sky"
"skype",,,"Base, Brand (Spec 13), Non-Sponsored","Microsoft Corporation","active","18 Dec 2014","http://iti-web-icann-lax-prod/en/registry-agreements/details/skype"
"sling",,,"Base, Brand (Spec 13), Non-Sponsored","DISH Technologies L.L.C.","active","30 Jul 2015","http://iti-web-icann-lax-prod/en/registry-agreements/details/sling"
"smart",,,"Base, Brand (Spec 13), Non-Sponsored","Smart Communications, Inc. (SMART)","active","9 Jul 2015","http://iti-web-icann-lax-prod/en/registry-agreements/details/smart"
"smile",,,"Base, Non-Sponsored","Amazon Registry Services, Inc.","active","18 Dec 2014","http://iti-web-icann-lax-prod/en/registry-agreements/details/smile"
"sncf",,,"Base, Brand (Spec 13), Non-Sponsored","Société Nationale SNCF","active","19 Feb 2015","http://iti-web-icann-lax-prod/en/registry-agreements/details/sncf"
"soccer",,,"Base, Non-Sponsored","Binky Moon, LLC","active","26 Mar 2015","http://iti-web-icann-lax-prod/en/registry-agreements/details/soccer"
"social",,,"Base, Non-Sponsored","Dog Beach, LLC","active","7 Nov 2013","http://iti-web-icann-lax-prod/en/registry-agreements/details/social"
"softbank",,,"Base, Brand (Spec 13), Non-Sponsored","SoftBank Group Corp.","active","2 Jul 2015","http://iti-web-icann-lax-prod/en/registry-agreements/details/softbank"
"software",,,"Base, Non-Sponsored","Dog Beach, LLC","active","20 Mar 2014","http://iti-web-icann-lax-prod/en/registry-agreements/details/software"
"sohu",,,"Base, Non-Sponsored","Sohu.com Limited","active","19 Dec 2013","http://iti-web-icann-lax-prod/en/registry-agreements/details/sohu"
"solar",,,"Base, Non-Sponsored","Binky Moon, LLC","active","7 Nov 2013","http://iti-web-icann-lax-prod/en/registry-agreements/details/solar"
"solutions",,,"Base, Non-Sponsored","Binky Moon, LLC","active","7 Nov 2013","http://iti-web-icann-lax-prod/en/registry-agreements/details/solutions"
"song",,,"Base, Non-Sponsored","Amazon Registry Services, Inc.","active","26 Feb 2015","http://iti-web-icann-lax-prod/en/registry-agreements/details/song"
"sony",,,"Base, Brand (Spec 13), Non-Sponsored","Sony Group Corporation","active","8 Jan 2015","http://iti-web-icann-lax-prod/en/registry-agreements/details/sony"
"soy",,,"Base, Non-Sponsored","Charleston Road Registry Inc.","active","23 Jan 2014","http://iti-web-icann-lax-prod/en/registry-agreements/details/soy"
"spa",,,"Base, Community (Spec 12), Non-Sponsored","Asia Spa and Wellness Promotion Council Limited","active","19 Sep 2019","http://iti-web-icann-lax-prod/en/registry-agreements/details/spa"
"space",,,"Base, Non-Sponsored","Radix Technologies Inc SEZC","active","3 Apr 2014","http://iti-web-icann-lax-prod/en/registry-agreements/details/space"
"spiegel",,,"Base, Brand (Spec 13), Non-Sponsored","SPIEGEL-Verlag Rudolf Augstein GmbH & Co. KG","terminated","5 Feb 2014","http://iti-web-icann-lax-prod/en/registry-agreements/terminated/spiegel"
"sport",,,"Base, Community (Spec 12), Non-Sponsored","SportAccord","active","16 Nov 2017","http://iti-web-icann-lax-prod/en/registry-agreements/details/sport"
"spot",,,"Base, Non-Sponsored","Amazon Registry Services, Inc.","active","26 Feb 2015","http://iti-web-icann-lax-prod/en/registry-agreements/details/spot"
"spreadbetting",,,"Base, Non-Sponsored","Dotspreadbetting Registry Limited","terminated","11 Dec 2014","http://iti-web-icann-lax-prod/en/registry-agreements/terminated/spreadbetting"
"srl",,,"Base, Non-Sponsored","InterNetX, Corp","active","7 May 2015","http://iti-web-icann-lax-prod/en/registry-agreements/details/srl"
"srt",,,"Base, Brand (Spec 13), Non-Sponsored","FCA US LLC.","terminated","30 Jul 2015","http://iti-web-icann-lax-prod/en/registry-agreements/terminated/srt"
"stada",,,"Base, Brand (Spec 13), Community (Spec 12), Non-Sponsored","STADA Arzneimittel AG","active","13 Nov 2014","http://iti-web-icann-lax-prod/en/registry-agreements/details/stada"
"staples",,,"Base, Brand (Spec 13), Non-Sponsored","Staples, Inc.","active","30 Jul 2015","http://iti-web-icann-lax-prod/en/registry-agreements/details/staples"
"star",,,"Base, Non-Sponsored","Star India Private Limited","active","8 Jan 2015","http://iti-web-icann-lax-prod/en/registry-agreements/details/star"
"starhub",,,"Base, Brand (Spec 13), Non-Sponsored","StarHub Ltd","terminated","5 Feb 2015","http://iti-web-icann-lax-prod/en/registry-agreements/terminated/starhub"
"statebank",,,"Base, Brand (Spec 13), Non-Sponsored","STATE BANK OF INDIA","active","12 Mar 2015","http://iti-web-icann-lax-prod/en/registry-agreements/details/statebank"
"statefarm",,,"Base, Brand (Spec 13), Non-Sponsored","State Farm Mutual Automobile Insurance Company","active","30 Jul 2015","http://iti-web-icann-lax-prod/en/registry-agreements/details/statefarm"
"statoil",,,"Base, Brand (Spec 13), Non-Sponsored","Statoil ASA","terminated","4 Dec 2014","http://iti-web-icann-lax-prod/en/registry-agreements/terminated/statoil"
"stc",,,"Base, Non-Sponsored","Saudi Telecom Company","active","9 Oct 2014","http://iti-web-icann-lax-prod/en/registry-agreements/details/stc"
"stcgroup",,,"Base, Non-Sponsored","Saudi Telecom Company","active","9 Oct 2014","http://iti-web-icann-lax-prod/en/registry-agreements/details/stcgroup"
"stockholm",,,"Base, Non-Sponsored","Stockholms kommun","active","18 Dec 2014","http://iti-web-icann-lax-prod/en/registry-agreements/details/stockholm"
"storage",,,"Base, Non-Sponsored","XYZ.COM LLC","active","22 Dec 2014","http://iti-web-icann-lax-prod/en/registry-agreements/details/storage"
"store",,,"Base, Non-Sponsored","Radix Technologies Inc SEZC","active","9 Apr 2015","http://iti-web-icann-lax-prod/en/registry-agreements/details/store"
"stream",,,"Base, Non-Sponsored","dot Stream Limited","active","8 Jan 2016","http://iti-web-icann-lax-prod/en/registry-agreements/details/stream"
"studio",,,"Base, Non-Sponsored","Dog Beach, LLC","active","11 Feb 2015","http://iti-web-icann-lax-prod/en/registry-agreements/details/studio"
"study",,,"Base, Non-Sponsored","Registry Services, LLC","active","11 Dec 2014","http://iti-web-icann-lax-prod/en/registry-agreements/details/study"
"style",,,"Base, Non-Sponsored","Binky Moon, LLC","active","4 Dec 2014","http://iti-web-icann-lax-prod/en/registry-agreements/details/style"
"sucks",,,"Base, Non-Sponsored","Vox Populi Registry Ltd.","active","22 Dec 2014","http://iti-web-icann-lax-prod/en/registry-agreements/details/sucks"
"supersport",,,"Base, Brand (Spec 13), Non-Sponsored","SuperSport International Holdings Proprietary Limited","terminated","5 Mar 2015","http://iti-web-icann-lax-prod/en/registry-agreements/terminated/supersport"
"supplies",,,"Base, Non-Sponsored","Binky Moon, LLC","active","19 Dec 2013","http://iti-web-icann-lax-prod/en/registry-agreements/details/supplies"
"supply",,,"Base, Non-Sponsored","Binky Moon, LLC","active","19 Dec 2013","http://iti-web-icann-lax-prod/en/registry-agreements/details/supply"
"support",,,"Base, Non-Sponsored","Binky Moon, LLC","active","24 Oct 2013","http://iti-web-icann-lax-prod/en/registry-agreements/details/support"
"surf",,,"Base, Non-Sponsored","Registry Services, LLC","active","9 Jan 2014","http://iti-web-icann-lax-prod/en/registry-agreements/details/surf"
"surgery",,,"Base, Non-Sponsored","Binky Moon, LLC","active","20 Mar 2014","http://iti-web-icann-lax-prod/en/registry-agreements/details/surgery"
"suzuki",,,"Base, Brand (Spec 13), Non-Sponsored","SUZUKI MOTOR CORPORATION","active","20 Feb 2014","http://iti-web-icann-lax-prod/en/registry-agreements/details/suzuki"
"swatch",,,"Base, Brand (Spec 13), Non-Sponsored","The Swatch Group Ltd","active","8 Jan 2015","http://iti-web-icann-lax-prod/en/registry-agreements/details/swatch"
"swiftcover",,,"Base, Brand (Spec 13), Non-Sponsored","Swiftcover Insurance Services Limited","terminated","23 Jul 2015","http://iti-web-icann-lax-prod/en/registry-agreements/terminated/swiftcover"
"swiss",,,"Base, Community (Spec 12), Non-Sponsored","Swiss Confederation","active","16 Oct 2014","http://iti-web-icann-lax-prod/en/registry-agreements/details/swiss"
"sydney",,,"Base, Non-Sponsored","State of New South Wales, Department of Premier and Cabinet","active","18 Sep 2014","http://iti-web-icann-lax-prod/en/registry-agreements/details/sydney"
"symantec",,,"Base, Brand (Spec 13), Non-Sponsored","Symantec Corporation","terminated","4 Dec 2014","http://iti-web-icann-lax-prod/en/registry-agreements/terminated/symantec"
"systems",,,"Base, Non-Sponsored","Binky Moon, LLC","active","7 Nov 2013","http://iti-web-icann-lax-prod/en/registry-agreements/details/systems"
"tab",,,"Base, Brand (Spec 13), Non-Sponsored","Tabcorp Holdings Limited","active","4 Dec 2014","http://iti-web-icann-lax-prod/en/registry-agreements/details/tab"
"taipei",,,"Base, Non-Sponsored","Taipei City Government","active","10 Jul 2014","http://iti-web-icann-lax-prod/en/registry-agreements/details/taipei"
"talk",,,"Base, Non-Sponsored","Amazon Registry Services, Inc.","active","9 Apr 2015","http://iti-web-icann-lax-prod/en/registry-agreements/details/talk"
"taobao",,,"Base, Brand (Spec 13), Non-Sponsored","Alibaba Group Holding Limited","active","15 Jan 2015","http://iti-web-icann-lax-prod/en/registry-agreements/details/taobao"
"target",,,"Base, Brand (Spec 13), Non-Sponsored","Target Domain Holdings, LLC","active","31 Jul 2015","http://iti-web-icann-lax-prod/en/registry-agreements/details/target"
"tatamotors",,,"Base, Brand (Spec 13), Non-Sponsored","Tata Motors Ltd","active","12 Mar 2015","http://iti-web-icann-lax-prod/en/registry-agreements/details/tatamotors"
"tatar",,,"Base, Community (Spec 12), Non-Sponsored","Limited Liability Company ""Coordination Center of Regional Domain of Tatarstan Republic""","active","24 Apr 2014","http://iti-web-icann-lax-prod/en/registry-agreements/details/tatar"
"tattoo",,,"Base, Non-Sponsored","Registry Services, LLC","active","30 Aug 2013","http://iti-web-icann-lax-prod/en/registry-agreements/details/tattoo"
"tax",,,"Base, Non-Sponsored","Binky Moon, LLC","active","20 Mar 2014","http://iti-web-icann-lax-prod/en/registry-agreements/details/tax"
"taxi",,,"Base, Non-Sponsored","Binky Moon, LLC","active","19 Mar 2015","http://iti-web-icann-lax-prod/en/registry-agreements/details/taxi"
"tci",,,"Base, Non-Sponsored","Asia Green IT System Bilgisayar San. ve Tic. Ltd. Sti.","terminated","12 Sep 2014","http://iti-web-icann-lax-prod/en/registry-agreements/terminated/tci"
"tdk",,,"Base, Brand (Spec 13), Non-Sponsored","TDK Corporation","active","11 Jun 2015","http://iti-web-icann-lax-prod/en/registry-agreements/details/tdk"
"team",,,"Base, Non-Sponsored","Binky Moon, LLC","active","5 Mar 2015","http://iti-web-icann-lax-prod/en/registry-agreements/details/team"
"tech",,,"Base, Non-Sponsored","Radix Technologies Inc SEZC","active","30 Jan 2015","http://iti-web-icann-lax-prod/en/registry-agreements/details/tech"
"technology",,,"Base, Non-Sponsored","Binky Moon, LLC","active","13 Sep 2013","http://iti-web-icann-lax-prod/en/registry-agreements/details/technology"
"tel",,,"Base, Community (Spec 12), Non-Sponsored","Telnames Limited","active","1 Dec 2016","http://iti-web-icann-lax-prod/en/registry-agreements/details/tel"
"telecity",,,"Base, Brand (Spec 13), Non-Sponsored","TelecityGroup International Limited","terminated","19 Feb 2015","http://iti-web-icann-lax-prod/en/registry-agreements/terminated/telecity"
"telefonica",,,"Base, Non-Sponsored","Telefónica S.A.","terminated","16 Oct 2014","http://iti-web-icann-lax-prod/en/registry-agreements/terminated/telefonica"
"temasek",,,"Base, Brand (Spec 13), Non-Sponsored","Temasek Holdings (Private) Limited","active","7 Aug 2014","http://iti-web-icann-lax-prod/en/registry-agreements/details/temasek"
"tennis",,,"Base, Non-Sponsored","Binky Moon, LLC","active","4 Dec 2014","http://iti-web-icann-lax-prod/en/registry-agreements/details/tennis"
"teva",,,"Base, Brand (Spec 13), Non-Sponsored","Teva Pharmaceutical Industries Limited","active","2 Jul 2015","http://iti-web-icann-lax-prod/en/registry-agreements/details/teva"
"thd",,,"Base, Non-Sponsored","Home Depot Product Authority, LLC","active","2 Apr 2015","http://iti-web-icann-lax-prod/en/registry-agreements/details/thd"
"theater",,,"Base, Non-Sponsored","Binky Moon, LLC","active","19 Mar 2015","http://iti-web-icann-lax-prod/en/registry-agreements/details/theater"
"theatre",,,"Base, Non-Sponsored","XYZ.COM LLC","active","7 May 2015","http://iti-web-icann-lax-prod/en/registry-agreements/details/theatre"
"theguardian",,,"Base, Brand (Spec 13), Non-Sponsored","Guardian News and Media Limited","terminated","30 Apr 2015","http://iti-web-icann-lax-prod/en/registry-agreements/terminated/theguardian"
"tiaa",,,"Base, Brand (Spec 13), Non-Sponsored","Teachers Insurance and Annuity Association of America","active","23 Jul 2015","http://iti-web-icann-lax-prod/en/registry-agreements/details/tiaa"
"tickets",,,"Base, Non-Sponsored","XYZ.COM LLC","active","5 Feb 2015","http://iti-web-icann-lax-prod/en/registry-agreements/details/tickets"
"tienda",,,"Base, Non-Sponsored","Binky Moon, LLC","active","14 Nov 2013","http://iti-web-icann-lax-prod/en/registry-agreements/details/tienda"
"tiffany",,,"Base, Brand (Spec 13), Non-Sponsored","Tiffany and Company","terminated","30 Jan 2015","http://iti-web-icann-lax-prod/en/registry-agreements/terminated/tiffany"
"tips",,,"Base, Non-Sponsored","Binky Moon, LLC","active","20 Sep 2013","http://iti-web-icann-lax-prod/en/registry-agreements/details/tips"
"tires",,,"Base, Non-Sponsored","Binky Moon, LLC","active","7 Nov 2014","http://iti-web-icann-lax-prod/en/registry-agreements/details/tires"
"tirol",,,"Base, Community (Spec 12), Non-Sponsored","punkt Tirol GmbH","active","24 Apr 2014","http://iti-web-icann-lax-prod/en/registry-agreements/details/tirol"
"tjmaxx",,,"Base, Brand (Spec 13), Non-Sponsored","The TJX Companies, Inc.","active","16 Jul 2015","http://iti-web-icann-lax-prod/en/registry-agreements/details/tjmaxx"
"tjx",,,"Base, Brand (Spec 13), Non-Sponsored","The TJX Companies, Inc.","active","16 Jul 2015","http://iti-web-icann-lax-prod/en/registry-agreements/details/tjx"
"tkmaxx",,,"Base, Brand (Spec 13), Non-Sponsored","The TJX Companies, Inc.","active","16 Jul 2015","http://iti-web-icann-lax-prod/en/registry-agreements/details/tkmaxx"
"tmall",,,"Base, Brand (Spec 13), Non-Sponsored","Alibaba Group Holding Limited","active","15 Jan 2015","http://iti-web-icann-lax-prod/en/registry-agreements/details/tmall"
"today",,,"Base, Non-Sponsored","Binky Moon, LLC","active","20 Sep 2013","http://iti-web-icann-lax-prod/en/registry-agreements/details/today"
"tokyo",,,"Base, Non-Sponsored","GMO Registry, Inc.","active","13 Nov 2013","http://iti-web-icann-lax-prod/en/registry-agreements/details/tokyo"
"tools",,,"Base, Non-Sponsored","Binky Moon, LLC","active","21 Nov 2013","http://iti-web-icann-lax-prod/en/registry-agreements/details/tools"
"top",,,"Base, Non-Sponsored","Hong Kong Zhongze International Limited","active","20 Mar 2014","http://iti-web-icann-lax-prod/en/registry-agreements/details/top"
"toray",,,"Base, Brand (Spec 13), Non-Sponsored","Toray Industries, Inc.","active","18 Dec 2014","http://iti-web-icann-lax-prod/en/registry-agreements/details/toray"
"toshiba",,,"Base, Brand (Spec 13), Non-Sponsored","TOSHIBA Corporation","active","10 Apr 2014","http://iti-web-icann-lax-prod/en/registry-agreements/details/toshiba"
"total",,,"Base, Brand (Spec 13), Non-Sponsored","TotalEnergies SE","active","6 Aug 2015","http://iti-web-icann-lax-prod/en/registry-agreements/details/total"
"tours",,,"Base, Non-Sponsored","Binky Moon, LLC","active","22 Jan 2015","http://iti-web-icann-lax-prod/en/registry-agreements/details/tours"
"town",,,"Base, Non-Sponsored","Binky Moon, LLC","active","6 Mar 2014","http://iti-web-icann-lax-prod/en/registry-agreements/details/town"
"toyota",,,"Base, Brand (Spec 13), Non-Sponsored","TOYOTA MOTOR CORPORATION","active","23 Apr 2015","http://iti-web-icann-lax-prod/en/registry-agreements/details/toyota"
"toys",,,"Base, Non-Sponsored","Binky Moon, LLC","active","6 Mar 2014","http://iti-web-icann-lax-prod/en/registry-agreements/details/toys"
"trade",,,"Base, Non-Sponsored","Elite Registry Limited","active","23 Jan 2014","http://iti-web-icann-lax-prod/en/registry-agreements/details/trade"
"trading",,,"Base, Non-Sponsored","Dog Beach, LLC","active","11 Dec 2014","http://iti-web-icann-lax-prod/en/registry-agreements/details/trading"
"training",,,"Base, Non-Sponsored","Binky Moon, LLC","active","7 Nov 2013","http://iti-web-icann-lax-prod/en/registry-agreements/details/training"
"travel",,,"Base, Community (Spec 12), Non-Sponsored","Dog Beach, LLC","active","9 Oct 2015","http://iti-web-icann-lax-prod/en/registry-agreements/details/travel"
"travelchannel",,,"Base, Brand (Spec 13), Non-Sponsored","Lifestyle Domain Holdings, Inc.","terminated","2 Jul 2015","http://iti-web-icann-lax-prod/en/registry-agreements/terminated/travelchannel"
"travelers",,,"Base, Brand (Spec 13), Non-Sponsored","Travelers TLD, LLC","active","26 Mar 2015","http://iti-web-icann-lax-prod/en/registry-agreements/details/travelers"
"travelersinsurance",,,"Base, Non-Sponsored","Travelers TLD, LLC","active","26 Mar 2015","http://iti-web-icann-lax-prod/en/registry-agreements/details/travelersinsurance"
"trust",,,"Base, Non-Sponsored","Internet Naming Company LLC","active","16 Oct 2014","http://iti-web-icann-lax-prod/en/registry-agreements/details/trust"
"trv",,,"Base, Non-Sponsored","Travelers TLD, LLC","active","26 Mar 2015","http://iti-web-icann-lax-prod/en/registry-agreements/details/trv"
"tube",,,"Base, Non-Sponsored","Latin American Telecom LLC","active","11 Jun 2015","http://iti-web-icann-lax-prod/en/registry-agreements/details/tube"
"tui",,,"Base, Brand (Spec 13), Non-Sponsored","TUI AG","active","3 Jul 2014","http://iti-web-icann-lax-prod/en/registry-agreements/details/tui"
"tunes",,,"Base, Non-Sponsored","Amazon Registry Services, Inc.","active","26 Feb 2015","http://iti-web-icann-lax-prod/en/registry-agreements/details/tunes"
"tushu",,,"Base, Non-Sponsored","Amazon Registry Services, Inc.","active","18 Dec 2014","http://iti-web-icann-lax-prod/en/registry-agreements/details/tushu"
"tvs",,,"Base, Non-Sponsored","T V SUNDRAM IYENGAR & SONS LIMITED","active","19 Feb 2015","http://iti-web-icann-lax-prod/en/registry-agreements/details/tvs"
"ubank",,,"Base, Brand (Spec 13), Non-Sponsored","National Australia Bank Limited","active","20 Aug 2015","http://iti-web-icann-lax-prod/en/registry-agreements/details/ubank"
"ubs",,,"Base, Brand (Spec 13), Non-Sponsored","UBS AG","active","11 Dec 2014","http://iti-web-icann-lax-prod/en/registry-agreements/details/ubs"
"uconnect",,,"Base, Brand (Spec 13), Non-Sponsored","FCA US LLC.","terminated","30 Jul 2015","http://iti-web-icann-lax-prod/en/registry-agreements/terminated/uconnect"
"unicom",,,"Base, Brand (Spec 13), Non-Sponsored","China United Network Communications Corporation Limited","active","15 Oct 2015","http://iti-web-icann-lax-prod/en/registry-agreements/details/unicom"
"university",,,"Base, Non-Sponsored","Binky Moon, LLC","active","6 Mar 2014","http://iti-web-icann-lax-prod/en/registry-agreements/details/university"
"uno",,,"Base, Non-Sponsored","Radix Technologies Inc SEZC","active","11 Sep 2013","http://iti-web-icann-lax-prod/en/registry-agreements/details/uno"
"uol",,,"Base, Brand (Spec 13), Non-Sponsored","UBN INTERNET LTDA.","active","1 May 2014","http://iti-web-icann-lax-prod/en/registry-agreements/details/uol"
"ups",,,"Base, Brand (Spec 13), Non-Sponsored","UPS Market Driver, Inc.","active","25 Jun 2015","http://iti-web-icann-lax-prod/en/registry-agreements/details/ups"
"vacations",,,"Base, Non-Sponsored","Binky Moon, LLC","active","5 Dec 2013","http://iti-web-icann-lax-prod/en/registry-agreements/details/vacations"
"vana",,,"Base, Non-Sponsored","D3 Registry LLC","active","11 Dec 2014","http://iti-web-icann-lax-prod/en/registry-agreements/details/vana"
"vanguard",,,"Base, Brand (Spec 13), Non-Sponsored","The Vanguard Group, Inc.","active","3 Sep 2015","http://iti-web-icann-lax-prod/en/registry-agreements/details/vanguard"
"vegas",,,"Base, Non-Sponsored","Dot Vegas, Inc.","active","16 Jan 2014","http://iti-web-icann-lax-prod/en/registry-agreements/details/vegas"
"ventures",,,"Base, Non-Sponsored","Binky Moon, LLC","active","27 Aug 2013","http://iti-web-icann-lax-prod/en/registry-agreements/details/ventures"
"verisign",,,"Base, Brand (Spec 13), Non-Sponsored","VeriSign, Inc.","active","13 Aug 2015","http://iti-web-icann-lax-prod/en/registry-agreements/details/verisign"
"versicherung",,,"Base, Community (Spec 12), Non-Sponsored","tldbox GmbH","active","20 Mar 2014","http://iti-web-icann-lax-prod/en/registry-agreements/details/versicherung"
"vet",,,"Base, Non-Sponsored","Dog Beach, LLC","active","6 Mar 2014","http://iti-web-icann-lax-prod/en/registry-agreements/details/vet"
"viajes",,,"Base, Non-Sponsored","Binky Moon, LLC","active","17 Oct 2013","http://iti-web-icann-lax-prod/en/registry-agreements/details/viajes"
"video",,,"Base, Non-Sponsored","Dog Beach, LLC","active","16 Oct 2014","http://iti-web-icann-lax-prod/en/registry-agreements/details/video"
"vig",,,"Base, Brand (Spec 13), Non-Sponsored","VIENNA INSURANCE GROUP AG Wiener Versicherung Gruppe","active","14 May 2015","http://iti-web-icann-lax-prod/en/registry-agreements/details/vig"
"viking",,,"Base, Brand (Spec 13), Non-Sponsored","Viking River Cruises (Bermuda) Ltd.","active","2 Apr 2015","http://iti-web-icann-lax-prod/en/registry-agreements/details/viking"
"villas",,,"Base, Non-Sponsored","Binky Moon, LLC","active","5 Dec 2013","http://iti-web-icann-lax-prod/en/registry-agreements/details/villas"
"vin",,,"Base, Non-Sponsored","Binky Moon, LLC","active","18 Jun 2015","http://iti-web-icann-lax-prod/en/registry-agreements/details/vin"
"vip",,,"Base, Non-Sponsored","Registry Services, LLC","active","22 Jan 2015","http://iti-web-icann-lax-prod/en/registry-agreements/details/vip"
"virgin",,,"Base, Brand (Spec 13), Non-Sponsored","Virgin Enterprises Limited","active","25 Sep 2014","http://iti-web-icann-lax-prod/en/registry-agreements/details/virgin"
"visa",,,"Base, Brand (Spec 13), Non-Sponsored","Visa Worldwide Pte. Limited","active","30 Jul 2015","http://iti-web-icann-lax-prod/en/registry-agreements/details/visa"
"vision",,,"Base, Non-Sponsored","Binky Moon, LLC","active","5 Dec 2013","http://iti-web-icann-lax-prod/en/registry-agreements/details/vision"
"vista",,,"Base, Brand (Spec 13), Non-Sponsored","Vistaprint Limited","terminated","18 Sep 2014","http://iti-web-icann-lax-prod/en/registry-agreements/terminated/vista"
"vistaprint",,,"Base, Brand (Spec 13), Non-Sponsored","Vistaprint Limited","terminated","18 Sep 2014","http://iti-web-icann-lax-prod/en/registry-agreements/terminated/vistaprint"
"viva",,,"Base, Non-Sponsored","Saudi Telecom Company","active","7 Nov 2014","http://iti-web-icann-lax-prod/en/registry-agreements/details/viva"
"vivo",,,"Base, Brand (Spec 13), Non-Sponsored","Telefonica Brasil S.A.","active","31 Jul 2015","http://iti-web-icann-lax-prod/en/registry-agreements/details/vivo"
"vlaanderen",,,"Base, Non-Sponsored","DNS.be vzw","active","6 Feb 2014","http://iti-web-icann-lax-prod/en/registry-agreements/details/vlaanderen"
"vodka",,,"Base, Non-Sponsored","Registry Services, LLC","active","19 Dec 2013","http://iti-web-icann-lax-prod/en/registry-agreements/details/vodka"
"volkswagen",,,"Base, Brand (Spec 13), Non-Sponsored","Volkswagen Group of America Inc.","terminated","14 May 2015","http://iti-web-icann-lax-prod/en/registry-agreements/terminated/volkswagen"
"volvo",,,"Base, Brand (Spec 13), Non-Sponsored","Volvo Holding Sverige Aktiebolag","active","12 Nov 2015","http://iti-web-icann-lax-prod/en/registry-agreements/details/volvo"
"vote",,,"Base, Non-Sponsored","Monolith Registry LLC","active","21 Nov 2013","http://iti-web-icann-lax-prod/en/registry-agreements/details/vote"
"voting",,,"Base, Non-Sponsored","Valuetainment Corp.","active","13 Nov 2013","http://iti-web-icann-lax-prod/en/registry-agreements/details/voting"
"voto",,,"Base, Non-Sponsored","Monolith Registry LLC","active","21 Nov 2013","http://iti-web-icann-lax-prod/en/registry-agreements/details/voto"
"voyage",,,"Base, Non-Sponsored","Binky Moon, LLC","active","27 Aug 2013","http://iti-web-icann-lax-prod/en/registry-agreements/details/voyage"
"vuelos",,,"Base, Non-Sponsored","Travel Reservations SRL","terminated","5 Mar 2015","http://iti-web-icann-lax-prod/en/registry-agreements/terminated/vuelos"
"wales",,,"Base, Non-Sponsored","Nominet UK","active","8 May 2014","http://iti-web-icann-lax-prod/en/registry-agreements/details/wales"
"walmart",,,"Base, Brand (Spec 13), Non-Sponsored","Wal-Mart Stores, Inc.","active","31 Jul 2015","http://iti-web-icann-lax-prod/en/registry-agreements/details/walmart"
"walter",,,"Base, Brand (Spec 13), Non-Sponsored","Sandvik AB","active","13 Nov 2014","http://iti-web-icann-lax-prod/en/registry-agreements/details/walter"
"wang",,,"Base, Non-Sponsored","Zodiac Wang Limited","active","24 Oct 2013","http://iti-web-icann-lax-prod/en/registry-agreements/details/wang"
"wanggou",,,"Base, Non-Sponsored","Amazon Registry Services, Inc.","active","18 Dec 2014","http://iti-web-icann-lax-prod/en/registry-agreements/details/wanggou"
"warman",,,"Base, Brand (Spec 13), Non-Sponsored","Weir Group IP Limited","terminated","18 Jun 2015","http://iti-web-icann-lax-prod/en/registry-agreements/terminated/warman"
"watch",,,"Base, Non-Sponsored","Binky Moon, LLC","active","14 Nov 2013","http://iti-web-icann-lax-prod/en/registry-agreements/details/watch"
"watches",,,"Base, Non-Sponsored","Identity Digital Domains Limited","active","22 Dec 2014","http://iti-web-icann-lax-prod/en/registry-agreements/details/watches"
"weather",,,"Base, Non-Sponsored","The Weather Company, LLC","active","8 Jan 2015","http://iti-web-icann-lax-prod/en/registry-agreements/details/weather"
"weatherchannel",,,"Base, Brand (Spec 13), Non-Sponsored","The Weather Company, LLC","active","12 Mar 2015","http://iti-web-icann-lax-prod/en/registry-agreements/details/weatherchannel"
"webcam",,,"Base, Non-Sponsored","dot Webcam Limited","active","23 Jan 2014","http://iti-web-icann-lax-prod/en/registry-agreements/details/webcam"
"weber",,,"Base, Brand (Spec 13), Non-Sponsored","Saint-Gobain Weber SA","active","4 Jun 2015","http://iti-web-icann-lax-prod/en/registry-agreements/details/weber"
"website",,,"Base, Non-Sponsored","Radix Technologies Inc SEZC","active","3 Apr 2014","http://iti-web-icann-lax-prod/en/registry-agreements/details/website"
"wed",,,"Base, Non-Sponsored","Atgron, Inc.","terminated","1 Oct 2013","http://iti-web-icann-lax-prod/en/registry-agreements/terminated/wed"
"wedding",,,"Base, Non-Sponsored","Registry Services, LLC","active","24 Apr 2014","http://iti-web-icann-lax-prod/en/registry-agreements/details/wedding"
"weibo",,,"Base, Non-Sponsored","Sina Corporation","active","5 Mar 2015","http://iti-web-icann-lax-prod/en/registry-agreements/details/weibo"
"weir",,,"Base, Brand (Spec 13), Non-Sponsored","Weir Group IP Limited","active","29 Jan 2015","http://iti-web-icann-lax-prod/en/registry-agreements/details/weir"
"whoswho",,,"Base, Non-Sponsored","Who's Who Registry","active","20 Feb 2014","http://iti-web-icann-lax-prod/en/registry-agreements/details/whoswho"
"wien",,,"Base, Community (Spec 12), Non-Sponsored","punkt.wien GmbH","active","28 Oct 2013","http://iti-web-icann-lax-prod/en/registry-agreements/details/wien"
